text,label
ohio trusted laughter,general
you have to kind of wait for it especially when you get on the highway,statement
d oh yeah,general
i was military at the time barking,statement
wh what do you think of f uh of the current trends of how other people spend time with their children and so forth,question
is thither anything else that you would wish to,general
do you work for t i noise,question
do your cucumbers come good,question
child talking f uh d well i i guess it s a subject i haven t thought too much about,statement
century and we ll hopefully we ll get to talk again,general
c but d anyway it was nice to talk to you and f uh sort of meet you,general
century and then you countenance it simmer,request
right dawn,general
f oh laugh yea sniffing,general
c so how is that,question
fluorine um rectify,general
i ll go before and start recording that,request
did that scare you a little bit,question
c and f uh f uh i m a real big baseball fan,statement
it s been nice,general
i don t live in that firewheel division,statement
f oh laughter what kind of work do you do on it,question
i would suggest seeing it at the theater,request
cuddle up uh huh,general
i lived there for ten years,statement
uh huh looker,general
uh huh wispy,general
yeah f oh,general
c and i really love it f um,statement
is f uh because you live in austin is she thinking about the university of texas,question
is that part of our problem,question
f oh was it,question
c and you can provide a message,request
was she from your part of the country,question
c and i did some of that f um,statement
c but it sulfur just kind of like get along the telephone,request
c and there were a couple others that i just haven t had the time,statement
what are your favorite television shows,question
who who sponsors you basically the city,question
what do you presently drive,question
what can we do to rectify this situation,question
c so there are people throughout the country that feel,general
c and donjon smiling,request
c or as i say th i prefer the light movies that f uh,statement
yeah pause,general
c and he he s got three kids,statement
i think the family would have to be involved in it,statement
glen teaches here noise too,statement
c and she d just lay there on that step and just d you know cool off laughter,statement
c and why,question
c and when they don t i i really notice d you know how fun it can be when they come,statement
c but when it came to the war issues who s telling the truth,statement
c and you put backwards maybe two tablespoons full of the oil and sauteed some f um bell peppers and onions in in that little bit of oil,request
c and it s instead of waiting until it directly affects me like you say,general
d well good luck to you there in idaho,general
we got lucky,general
that sounds rattling skilful,general
hotter than usual,question
c and so that of course means that when it comes to the american league my favorite team is the red sox,statement
i m jay in dallas,general
cytosine and then throw them in with the repose of your salad sometimes,request
d well how do you feel about women in f uh armed services,question
c and then f uh don tonne ask me what the other whisker i made,request
hold on unitary endorsement,request
c and c so of course we were interested in schools,statement
your occupation has nothing to do with it,statement
i think that s f uh there s something seriously wrong,statement
hundred and norma it equal just wonderful to talk to you,general
i ll rent you go first,request
a lot of times i think it s our own fault,statement
i i tell you i do like f um,statement
howdy maureen,general
c or are you a instructor,general
child talking uh huh,general
c and then you teem ii bottles of beer over it,request
e i mean on the other hand e i mean you take a scraps man in new york metropolis starts out at twenty six thousand dollars,request
c thus f uh lipsmack d anyway it was nice talking to you dudley,general
how do they get along together,question
d well let s not talk about that laughter,request
i can tell,general
unity went to school at f uh d well unity went to school at west virginia university,general
good to hear from you,general
d well i can go ahead and start and recount you mine,request
my name s diane,general
what kind of f uh throat clearing general motors cars have you had in the past,question
f uh my little girl jennifer likes to do crafty things,statement
what do you mean fifty five,question
c but f uh put all the trash in matchless place and plastics like milk jugs f uh orange juice jugs things like that,request
which one is that,question
maybe we ought to scarce start carving indiana stone again,request
d well that s about entirely iodine have to say laughter,general
f um f uh viosterol well contribute me your first impressions,request
go compensate to force,request
c but mostly f uh just,statement
i went to school at f uh d well i went to school at west virginia university,general
f um what cities are they looking at,question
c and i think they re afraid of him is what they are,statement
we have separate bins,statement
c and f uh i don t know whether that s bad or good,statement
c and my husband has changed,statement
c and i think it just it revolutionized an where a woman thinks that a way d you know just like,statement
that s what i one thing i like about t i is that they aren t overly strict about what you wear,statement
c and insure if it f uh,request
laughter assume t ask me,request
c and what would you f uh cook in f uh f uh let s see if you were giving a dinner party,question
d substantially it s good it s good talking to you,general
c and then tonight this woman called,statement
c and you f uh arrange about two tablespoons of f uh water into this bowl and about an eighth a teaspoon of salt,request
put it to kip calciferol you know,request
just couch f uh couch a thing on it,request
what do you think of a pension that goes from one company to the other like an account d like a four o one account,question
this is lisa,general
c but then we can back up,request
d well unity surely enjoyed,general
he she said that her husband said to her daughter you need a hobby,statement
d well it was nice talking to you rose,general
nice talking to you besides beth,general
is that the stadium,question
wouldn t i d you know,question
have you have you ever have you ever been mugged in atlanta,question
spread it out because you keep the cream cheese kind of flimsy,request
c so i m doing a lot of writing,statement
f oh d well i ll let you go if you require to go ahead and take that,request
what do you think of that,question
i ll have to watch for that,statement
prize talk,general
now where is this,question
f uh uh huh,general
you should be thrifty laughter,request
ergocalciferol well it s been fun peach to you,general
c and that s all part of y of keeping your part of the relationship,statement
c and it s real pretty,statement
c so do you think,question
d well if that s not the problem,statement
in what f uh section of the government do you work,question
f oh sh breathing,general
would you would you agree with that,question
d well if you if you can get green poster travel for it,request
c so you should think some doing something corresponding that,request
e i mean i have my favorite things that i do,statement
c but i think if they re going to come out and kill somebody else then they deserve it,statement
c and then f uh preceptor t ask me what the other fuzz i made,request
we ve been talking for five minutes,general
c and i know when you first start out working you re not thinking about that laughter,statement
wampum that,request
c and f uh if you have that on a regular basis in texas i think i would go with something real dry laughter to keep it off d you know,request
make ane laughter,request
c therefore separate me your feelings on recycling,request
noise did you like oklahoma,question
it second been selfsame pleasant talking to you,general
right pause,general
d well ace can go ahead and start and recite you mine,request
unity m tina,general
pick out where you want to populate,request
do they get they get insured they get insured from other insurance companies,question
i just can t do it,statement
d well you haven t told me farad uh what sports that you are active in,request
the soviet space exhibit,question
sigh ugh,general
they have swimming pools things like that,statement
i haven t had a chance to,general
d well first of all i i ha have to ask you how how old you are,question
how come f uh you don t have any now,question
c and you ve taken advil or any of the ibuprofen products out there,statement
talk to you posterior,general
c but yo you got the the three fifty in the van,question
does he have a lot of land to go walking,question
you privation to become a start,request
how you doing kevin,general
e i mean i didn t work,statement
i hope you have a good day,general
d you know c so your name came out of pot when they spun the wheel,statement
first,question
madam initiative,request
you should be heedful laughter,request
isn t that correct,question
uh huh lipsmack,general
it s a big change laughter,statement
c and you put it on ampere really dispirited heat,request
i wondered if f uh the tribes that they represented the tribe that was the the evil tribe if they were really as bad as it made them to be,question
d well you can come over to my theatre and spend it laughter,request
are they new laughter,question
c but maybe we maybe we ll get your guy,statement
wear t always drink scotch,request
then you dispatch it,request
c but i also know an f uh o b g y n who has stopped practicing,statement
d so f uh d well f uh what kind of vacations do you like,question
c and f uh d now what i do,statement
put it to kip d you know,request
can you eat them,question
d well that s just it,statement
why don t you tell me roughly yours,request
throat earn really,general
d like what f um what type roses,question
fluorine aah yes,general
c and f uh it it it bites us over and over,statement
i i really don t have very many memories about it at all in fact,statement
yeah f huh,general
think about what you prat buy for sixty dollars,request
d well since i don t have a whole lot more to say on the topic,general
as long it s like d well,statement
century but so heat them thoroughly in the sauce itself,request
where where do you live,question
f oh okay breathing,general
i know the the group i was in at the time this all came up they f uh were quite vocal about it through electronic mail,statement
when did you first take your f uh first piano lesson,question
tell me nearly your clubs up thither,request
are they things you already owned or you pick them up just to do that refinishing,question
the they ve f uh f uh gone through a couple years ago here where they f uh will cover you much better if you go to their designated hospitals,statement
fluorine oh ok,general
just let him savour himself laughter,request
you you maiden eve,request
would you ever have thought of that,question
do you have any f uh ideas on universal health insurance,question
laughter they laughed,statement
c or constitute everything dieting,request
where where you at,question
i know we d i d like to get into do more camping and outings and things,statement
this would be nice if,statement
take it to a logical extreme,request
it is really a concern,general
when you talk about the trillions of dollars,statement
hello chuck,general
yeah static,general
hasn t has the n f l draft even gone yet,question
what what kind was it,question
sniffing rightfulness,general
dissonance fluorine huh uh huh,general
bye bye child,general
laugh enjoy it,request
what s your name,general
d well i enjoyed it,general
d see you need to go there,request
receive receive the boss ended,request
tell me approximately the car that you ve got,request
breathing laugh okay,general
can you hold ringing along just a secant,request
why wear t you go ahead and start,request
c and in the winter they put snow on it,statement
i m sure within those people s minds it s quite justified,statement
tone at the news tonight,request
sure go ahead,request
c and if so why has crime increased,question
nice talking with you likewise,general
order me your diagnose again,request
c or you in radio or television or news,question
two girls,general
and then just recently after we were married i baby sat for a dentist while she worked,statement
attempt that,request
c and f uh by the time they have to eat and have homework and they want some free time,statement
i i guess one knows one s own storly,statement
f oh i didn t know that,statement
it always make my wife mad,statement
c and in that part of the country there is all nationalities,statement
are you where are you from,question
coulomb and so we could we could talk about f uh that path d you hump how important you think his benefits are and and and f uh how important you think they are and if what would you like to see increased,request
f oh is it campari s or something,question
f um c and my other one does not,statement
are you d a d or something up there,question
ergocalciferol comfortably thanks for your time,general
d anyway d well good luck to you,general
have you ever run into problems of charging up more than you meant to and having to,question
are they trying to,question
f uh c but d you know they used speed and accuracy and all that,statement
d now do you think since they started with electronic ignition that it improves the way the car runs,question
i can t imagine plants,statement
we need oil d you know,statement
did she know that she was going to a nursing home,question
ergocalciferol well good talking with you,general
laughter although at least texas doesn t have a state income tax yet,statement
impart me some wisdom catherine laugh,request
then you remove it,request
d easily let s not talk approximately that laughter,request
is that done,question
rustling yeah,general
c and two days later he got out of jail laughter,statement
viosterol w w well yea,general
okey doke,general
attend them,request
laughter f um yes,general
viosterol well hear,request
what what channel do you watch or what station,question
what f uh go ahead and differentiate maine about your home laughter,request
c and i have to listen to it and,statement
ace would non recommend that method,request
do you have an opinion about it,question
c and f uh c plus i i f uh wanted them to get something out of it,statement
c or call someone that can,statement
f uh i was fortunate that there was parkland,statement
i mean,general
i don t know if it prevents it,statement
he he likes mary poppins and things laughter,statement
lipsmack can i pick your brain about how you come rid of those trees,request
they re very tri almost trivial with it,statement
euphony howdy,general
my diagnose embody nola,general
okay leslie,general
what kind of fondue the cheese dip or,question
c and f um c and another motion to necessitate is if they re f um state certified,request
i think we covered it pretty good,general
hey stigmatize,request
the one country and western song sounds like every other,statement
d well one have enjoyed talking to you,general
absolutely,general
is is the kmart there laughter,question
all right laugh,general
what kind of work are you in,question
what channel is it on,question
c so we moved into this house in garland,statement
is thither anything else that you would like to,general
swoon ohio,general
my name s ken,general
d well so far my wife and i have pretty much had to stick with tent camping,statement
there was about seven kids ranging from about f uh three years to ten years running around the house all at one time,statement
i ll rifle ahead and start recording that,request
laughter c so f uh yeah,general
that s where we went,general
c or right,general
i ve got a f uh a dodge daytona,statement
d now did you care for that one,question
that s kind of how war of the roses was,statement
what do you think has occurred there,question
d now are you married that you both you and your wife use a credit card,question
d well f uh i ll let you start i guess sniffing,request
d well what you can do is take your car payment and put it in the bank for three or quadruplet years,request
f uh c so that s in our situation where we are dealing with an institution,statement
eastward i mean you look you look at the number of marriages that are occurring right ou eastward i mean even in high school,request
is it affordable,question
f oh sure laughter,general
sniffing c but d you know when we first came down here i really thought this place was somewhat backward e i mean i was just shocked that we couldn t shop on sunday,statement
is that for designs,question
two years ago or last christmas,question
f um d now do you have a lot mountains,question
i am certainly i will,general
terminate you hold just axerophthol second terry,request
why do you think the apathy exists,question
c and then you sprinkle the cheese on top of that,request
usually i get distracted off the topic,general
d well northern virginia,general
d well what f uh what do you all do for camping,question
don tonne,request
equitable a second,request
like in the european countries where they have higher turnouts and d well the newer democracies,question
do y do you get many tornados this time of year,question
ordinarily i get distracted away the topic,general
her her one son was watching the soapies,statement
have they stopped that practice now,question
i do feel like i have f uh more control,statement
i think d you know you have to spend more money on your clothing and that,statement
what do you think of this f uh fourteen one and ten four one in dallas,question
are you all planning to move anytime,question
just don t mind me if i bounce gage and off,request
you actually should turn to europe,request
d wellspring you ought to come to northerly carolina,request
c so is there any place you would try to talk me into going to laughter,question
f oh do you watch saturday night live,question
i venture we shouldn tonne get into that,request
ergocalciferol well permit,request
c but i i usually work about fifty hours a week,statement
do they have a death penalty in california child talking,question
all right f uh,general
have you seen it,question
i think it s somewhere around child talking twenty five cents a gallon,statement
d well it might be a good meter for you to be to to start a tradition,request
uh huh whistling,general
d well f uh f uh have you have you done any jogging,question
send them over to iraq laughter,request
they just want that credit history to see if you re a person,statement
i m tina,general
do you have a two income family or one income,question
c and then you f uh mix flour and ampere cup of water maybe f uh one tablespoon of flour and ampere cup of water,request
where did you get,question
d well go in don t go in the winter,request
have you done any camping around here,question
c and of course when you talk about mexican cuisine you that s kind of like talking about american food or chinese food noise dishes in background because pause its regional too,statement
you think the c i a doesn t spy,question
when you sat in the seats they adjusted to fit around you,statement
maybe the punishment should be more severe,statement
c but then what about people that f um,question
get the sensationalistic ones,request
are there are there any things that that you d like to see changed in terms of the the benefits,question
d well ye yeah,general
i certainly will,general
my husband and i have been married twenty six years,statement
coke so coke but f uh d fountainhead you ought to try that,request
drive a drive a few,request
c or not not so much a toss up but a a dilemma when when you want a country to have its its f um own f uh dominion or its free rein over its its own people,statement
what what would you what would has your experience lead you to advise f uh if my child were thinking of going to the air force academy,question
i think we re getting quite a,statement
okeh bleep,general
uh uh,general
breathing c and let them sink to the bottom d and maybe do a a kind of a easy reel,request
you too ellen,general
d well let s talk near air pollution,request
laugh alright,general
c but this year they made it to playoffs,statement
c but i m not into that,statement
fluorine aah yes,general
e i mean of course i loved it f um,statement
e i i mean e i mean what else could they do to make it better,question
let s hear approximately your hobbies,request
i enjoy playing tennis,statement
have you read the silence of the lambs,question
leave the shells on them so they won tetraiodothyronine just stray up,request
did you say romania,question
f uh any other problems,question
c and f uh i ve always lived down here in the south,general
d well what did you think of reagan as a president,question
do you think that would be,question
d well i enjoyed talking to you too,general
intense i think is the word for it because three hours went by really fast,statement
c and i i think sometimes we lose sight laughter of that,statement
farad huh yes,general
now what d kind of music do you listen to,question
especially when you are dealing with a a subject like f uh capital punishment or something or,statement
e i mean you look you look at the number of marriages that are occurring right ou e i mean even in high school,request
f oh what about total recall,question
d well what movies do you like,question
what do you serve with it,question
right thyroxine vanadium,general
d anyways i have enjoyed talking to you,general
are they getting all the data they need,question
c but it would have to be a good show,statement
preceptor t answer your phone hullo,request
d so what is your f uh family,question
name one laughter,request
c so why don t you explain to me some good tips about what you ve done which you ve chance useful and workable,request
we don t have a lot of sun either because it s big trees back there,statement
c and so you serve it with melted butter,request
countenance them,request
d well you are going to have to find a mother s daylight out and have him call in sick one daylight,request
c and it s got the pinchers like a crab,statement
very nice talking to you too,general
faint oh,general
f uh ringing i would say definitely travel see that contribution,request
c merely c merely yet d you eff we have to think about that,request
f uh rides or runs,question
that s you need to do that i ll i ll i ll give you a hint,request
aren t they supposed to be coming out with some sort of f uh special gas or something that doesn t emit certain chemicals or something,question
d comfortably f uh i ll let you start i guess sniff,request
f uh d well i like all kinds f uh,statement
c and go to f uh only stellar,request
laughter c only it has been fun talking to you,general
what part of ohio are you in,question
do you want to start out,request
where do you like to go,question
even all the all the warranties were out,question
cholecalciferol well it certainly is nice talking with you gene,general
c and they came and questioned us,statement
they re are going to interrupt uracil any minute now,general
do you really believe that,question
e i mean the trucks don t come daily,statement
d well i sure enjoyed,general
f uh where you live do you have a state income tax and a sales tax both,question
you did all five of yours complete college,question
c and the smell is really bad they sa,statement
laughter enjoyed sing to you,general
didn t he have a woman,question
do you have you ever had to put your children in child care mary dell,question
do trust god because i don t know kids are a approval,request
c and f uh c so i don t mind having having to wear a uniform because i don t have to buy d you know,statement
c and c and is this your first that you re having,question
just let him enjoy himself laughter,request
throw the eyelid and everything out,request
f uh c a c and that was the thing that f uh killed dukakis back f uh four years ago when someone asked him a similar question,statement
c and i hope you have a good evening,general
you think so laughter,question
does it bother you to give it,question
where d you live up,question
you locomote forwards,request
f uh presumed innocent,question
yes noise,general
it is beautiful here,statement
babble babble your husband into taking you there some night,request
yeah f uh f uh,general
let s talk about the middle east place,request
i was slicing d actually,statement
we zipped right along d you know,statement
single need to go help my daughter manage something,general
rent s example f uh,request
c because women are in every field now,statement
ye yes,general
one of my one of my friends here he was just talking how he s thinking of leaving the company and going to dallas,general
try that,request
c but it i don t think it that it s breathing developed as much as it could be for the size company as t i,statement
do you want to go ahead,question
single ve incur another line calling,general
and she w has just had just driven a load of meat from minneapolis to some place in arizona,statement
falls church virginia,general
c and when you re saying older we re talking fifty up,statement
c and you f uh put about two tablespoons of f uh water into this bowl and about an eighth a teaspoonful of saltiness,request
upright luck in your car buying,general
laughter oh laughter,general
f um do you work in private corporation or government,question
is contact a,question
my name randomness ken,general
howdy chuck,general
lipsmack c but from talking to people in other districts there are some major problems f uh with dropouts,statement
that s a four eighty six processor too,question
throat exonerate if if you wanted to f uh f uh really get into a hot issue f uh,request
c so why don t you explain to me some good tips about what you ve done which you ve found useful and workable,request
instead of being on pub p b s it s on regular t v,statement
d you know try that old,request
go ahead,request
thank for babble,general
c and do we approve what other,question
bird squawk i think she s a temporary worker bird squawk,statement
very faint yea,general
c and farad um d you know have a good business trip,general
what did you like to do most,question
f ohio yes,general
bye children tv noises kitchen sounds in background,general
how are you doing,general
c and they re doing their own things,statement
very light uh huh f huh,general
i ve enjoyed it laughter,general
we ve been talking for a little bit,general
laughter d well our department used to collect the cans anyway for the christmas tree project,statement
perish in the early hour,request
he has it really nice,statement
did you just look it up in a phone book,question
do you enjoy that one,question
f uh do you f uh have anyone that you re seriously needing to f uh feed information to,question
rent s talk about the babe,request
was it actually based on a book,question
now l countenance maine ask you this,request
okay d well it was very nice talking to you,general
you really are,statement
do like sort of all the regular sitcoms and so forth start at seven o clock,question
laugh d well enjoin me,request
d swell you have a good night,general
you are an,question
c and c and d yeah i take care of all the air modeling specifically for the dallas area,statement
you heard of,question
may comprise,general
c so they re doing this in school or what,question
huh uh laughter,general
d well ane can t think of anything else really about the polls oregon voting to talk about,general
a answers the other line long pause hullo sir clicking a comes back to speaker b,general
and saw this research it was a little light that says solar solar powered research,statement
oh phone drawn out,general
f uh do you have children in school,question
c or was it stuff that was already f uh enclosed,question
what s the what s america s role there,question
f oh god you go to the mall,request
vocalize fading you f uh you take clams,request
hundred and think how rich she equal,request
that pretty much covers my experiences,statement
it might not be brand new,statement
i m extremely liberal,statement
c but my dad s the type he wouldn t want to spend the money on anything,statement
baby yea,general
c and we ll hopefully we ll get to talk again,general
i i i have talked long enough,general
do you have it up there,question
f uh c and i see some that way,statement
f ohio ace like to think about that,request
noise right,general
d fountainhead allow s hope not,request
d well listen i savour talking with you,general
d now does the old star trek guys meet the new guys,question
c so they didn t have ready negative feelings about being in in alaska at the time since they voted absentee,statement
c and i think it gets them prepared to to learn how to volunteer as they get older,statement
c and you need to go in the spring when all the flowers are in bloom all up and down through there,request
c and i would help her with whatever she happened to be doing,statement
that worked out real well,statement
let s exemplar farad uh,request
is she a nurse in dallas,question
f um d you know what what kind of a structure is it going to be,question
what s your husband do,question
is it a union,question
did we hatch everything we need to,general
in the last six years every year there s been at least minimum twenty five percent increase in health insurance costs,statement
d so f uh tell me near changes from read twenty years ago since you were an adult twenty years ago,request
blow and you sir,general
c but do you think that there should be f um nationwide f um curriculum,question
c so are you moti,question
that entropy you need to do that i ll i ll i ll give you a wind,request
calciferol well let s hope neither one of us ever has to run into this subject we were discussing,general
c and if it s criminal cases we you can t put them in jail because there s no room left,statement
yes laughter,general
righto laughter,general
cholecalciferol well let s promise not,request
this doctor discovers a drug that brings them back to the the living more or less,statement
d you know i guess are you is it a little bit of constricted because a lot of restaurants don t take,question
c so i felt kind of good about that d you know,statement
cholecalciferol well i am glad you have broken the icing with me because now i will i will start doing it laughter,general
ergocalciferol so f oh swell,general
c and that usually takes another four to six years,statement
i i i i have a fiance,statement
oprah laughter,general
century and you add f uh about a tablespoonful of what i m using now is jamaican curry powder,request
you all have a good day,general
what s what s her name,question
redress telly,general
you can get as dressed up or a d you know just going to the local barbecue and just doing take out,statement
viosterol well good lecture with you,general
c and i also think that in the future that f uh it s going to continue,statement
you ought to rent the f uh f x part one,request
hi nancy,general
i did too up until ninth or tenth grade,statement
i was just wondering what it was like,statement
d well i guess a lot of the f uh,statement
do you go with friends,question
century and so approve,general
c and f uh i d say go to f uh upcountry erst just for the heck of it,request
d well does it cost money d like to use the to exercise in the weight room or to f uh to tak to go swimming,question
d swell it personify good talking to you,general
yea ostensibly,general
f uh c and f uh there s a subtitle to it,statement
c or you can set up your work program and your husband s so that one of you is there all the time,request
c and you can t handle it anymore,statement
d well you should of just ripped the whole thing out,request
did you put them up originally or just going up and stopping leaks in them,question
d well i enjoyed talking with you lisa,general
go out and buy one directly,request
c because i have always played classical music f uh or classical style,statement
the first rights we ve been having some problem now,statement
d well let,request
d you know e i mean,statement
maybe they ll fix it,statement
d well i ve enjoyed it stephanie,general
what happens if we lose worse,question
how about where you live there in utah,question
normally yeah,general
f oh d well take care,general
make certain it s nice and brown on both slope,request
f uh do you sell them,question
c and you add f uh about adenine tablespoon of what ace m using now is jamaican curry powder,request
verbalise verbalise your economize into taking you there some night,request
got to wait ampere span years,request
laughter yeah,general
it s real easy to spend other people s money,question
and they have little conversations and things,statement
c and i just have to turn to stereo up real loud laughter,statement
d you know what s the trade off there,question
i ve enjoyed talking to you,general
yea coughing,general
d well you should of but ripped the whole matter out,request
that s the newest addition,statement
you went and planted a tree or something,question
c but a lot of families do that,statement
do you do sports,question
c so f uh if you re near that age laugh or you know somebody who is,request
c but e i mean cucumbers here grow like crazy,statement
d so f uh tell me about changes from say twenty years ago since you were an grown twenty years ago,request
have you been in there,question
f oh you have children laughter,general
goodby music,general
my daughter has a charm bracelet i bought her that s guaranteed f uh james avery,statement
c and the city workers f uh took them to court to protest saying that it invaded their i guess first a the the search and seizure amendment,statement
c and f uh it was very scary,statement
we f uh we hear a little of the news laughter f uh,statement
did you go to school in plano,question
f uh breathing lake ontario is right near here,statement
i want to see that,statement
d now i like barbecue okay texas barbecue,statement
laughter okay so,general
when he retired,question
d swell good luck to you there in idaho,general
they shouldn t catch themselves in that circumstance anyway,statement
chiming yea,general
calciferol so f uh describe your family budget,request
d fountainhead you see just check it d you know during,request
blow and fluorine um you place the shrimp in the in the rice steamer,request
i think that s what made us f uh progress to the state we are is our curiosity,statement
f uh at any rate do you have color preferences,question
c and c and stress that to your children,request
i ll do something with the piano,statement
and know that they are going to be capable of paying us back,statement
the west part of the state is,statement
have a nice weekend,general
d well i can run ahead and start and secernate you mine,request
you ought,request
c and most of our expenses are fairly the same every month with the exception of utilities and things like that,statement
d well if you ever get one be sure the walls are good and thick because if they re not you can hear,request
what are the,question
e i mean look at d you know the leader they had,request
where else have you been,question
d well good talking with you,general
maybe single tablespoonful or two tablespoons let that brown then put all of the chicken back in there,request
excuse me,request
d well it s good talking,general
suspire ugh,general
for for us d you know it s like i i can spend i can spend that money,statement
i was thrilled to death because that s d you know the furthest i d gotten any call from d you know,statement
what they call trick skis,statement
are they really good,question
d wellspring if you always get one be sure the walls are good and thick because if they re not you can hear,request
c so what do you think about that,question
i didn t like the way it ended though,statement
c and f um c and another wonder to ask is if they ra f um state certified,request
elementary school,statement
d well countenance s face it,request
c but second d you know why should we,question
breathing c and allow them drop to the bottom d and maybe do a a kind of a slow reel,request
if it s not a whole bunch of everything at once,statement
is he fenced in,question
you don t have to wait for them to say,request
f oh it comprise good mouth to you,general
d so hello mary,general
d so all right,general
c or are they actually,question
is it the do you think it s the values that they re teaching in school or the values they get from home,question
d so wha what do you have,question
can you hold ringing on just adenine second,request
f uh oh,general
threshold uh huh,general
ergocalciferol well don t allow it collect dust,request
you go start,request
lipsmack yeah,general
ye ye yeah,general
d well all right,general
c but you have good sour dough,statement
d so are you from texas,question
throat clearing f oh okay,general
c but d you know we don t do too much during the summer as far as tomatoes and stuff,statement
isn t that nice,question
can you hold on just for a second,question
are you old enough to remember the war,question
farad oh moan,general
d well d you know let s face it,request
c and i grew up in an area that f uh was just a few feet from a rather large lake and a few more miles from that was a even larger lake,statement
laughter d well it s nice hearing you talk,statement
do you have enough bedroom space then,question
a a short waiting period would be appropriate to f uh take care of the heat of the moment type things,statement
my youngest sister is five,statement
ladies initiatory,request
you potty just idle,request
c and they have to be there at sometimes six o clock in the morning,statement
c and they just now approved it,statement
hey steve,general
d well nola unity have enjoyed talking with you good,general
uh huh child crying,general
you go ahead,request
you might occupy a look astatine them,request
c and you ought to d well as your daughters approach the college age f uh start incur out about the scholarship monies because thither is a lot of money out thither,request
what design did you use,question
i said good luck on that one then,statement
do you see hoosiers,question
c and he keeps threatening to send a snake through the mail d you know,statement
you you first evening,request
maybe one tablespoonful or two tablespoonful let that brown then put all of the chicken back in there,request
you probably preceptor t want to take them to see silence of the lambs,request
c so i ve got all the different alcoholics what they call the blue the blue book the big book,statement
right f um,general
are we willing to pay for it,question
i i really enjoyed it,general
d well c but why if you re going to do teachers or professionals why not do the kids,question
d well one sure enjoyed,general
c and then once you pick that spot out pick out what you neediness to do,request
c so she usually ends up doing most of it,statement
it s kind of a kind of a ivory color all over and,statement
we talk about sometimes blend up to chincoteague,request
you can buy whatever you want,request
f oh don t tell me that laughter,request
i guess we shouldn t get into that,request
d like give me approximately exercise,request
c but f um you experience to really wash your vegetable after that,request
throat clearing yes,general
look at the cowboys now noise,request
e iodine mean f uh sure,general
are there some set guidelines like only under these circumstances,question
d well you look at places like turkey,request
did you base it on what you wanted to major in or what you would feel comfortable with or what you could afford,question
laughter did you see any movies over there laughter,question
century and then look at the weather we have down here,request
d you know they re kind of fearful of,statement
on the ceiling,question
what black ones,question
have you ever served on one,question
d well it was dainty talking to you also,general
d now how old are your girls,question
d well d now d so if you were going to have a dinner party what would you make,question
c but i say d you know they commit crimes let them be overcrowded laughter d you know,request
uh huh throat clearing,general
d wellspring you can you can tell me a little bit more about it because i don liothyronine think we did that in utah,request
are you f uh one who feels like you have have benefited from the change in in roles in women,question
hullo lynn,general
c and i ve never really looked at one very closely,statement
hold along put along hold,request
do you get any f uh do you read any news magazines or anything like that for sort of d like a broader d like more long term analytical sort of approach,question
can you believe it,question
are you going to see this next one that s coming out,question
did you hear about this lotus data base that was being put together,question
c but if we are concerned about it then we certainly can f uh force f uh government f uh that we elect to deal more seriously with it,statement
c but look astatine gone with the wind d you bed,request
did you kill,question
f oh d well that s about all,general
they have a lot of people around to do things with,statement
c so they put her in a home,statement
f huh viosterol well you might want to get yourself f uh an animal that doesn t require much attention like a cat,request
c because when people can t pay they end up going to clinics or d you know to public hospitals and that kind of thing,statement
you want it to get dry merely not f uh just real hard,request
cytosine and you swarm the beer over the top of it,request
f oh you should try it,request
c and we d like here we use the p c s to do that,statement
c but i can t see that it would work for probably the majority of people,statement
lease s peach about the middle east situation,request
bush wouldn t because it wouldn t make any sense you know what are i m saying,statement
d well how do you get the edge though,question
the there is just way too much bureaucracy,statement
c but d you know who knows what he ll be able to do,question
little rock stars put completely them in there,request
laughter thank you,general
did you f uh require more than one can of paint,question
ripe breathing,general
is it is it limestone under underneath,question
f oh d well i ll let you go if you want to go ahead and take that,request
my husband s going singapore,statement
how they re going get out of their latest scrape,question
go out to the nursing home help guide some craft programs perhaps work on some sigh medicine programs whatever their talents be,request
f um you should always have three months of your salary in angstrom savings account in case there s angstrom major need for that,request
probably you have to heat it up for a estimable f oh,request
clink squeak uh huh,general
c and sure enough boy the fur just came off like crazy once i got them,statement
c so is this your first year in utah,question
how many times have you done this now,general
you feel very good after you exercise,statement
d see you need to go thither,request
i enjoyed talking to you,general
she f uh,statement
why father t you jump,request
d well what are some of the other features on this machine,question
i m old enough now where george orwell,statement
c and it really damaged the corn,statement
c or would they really d you know make a contribution of some kind,question
d well how did he get out,question
can you tell ho no c but can you tell how how fast you re going to hit it,question
leave me in the line conditioning,request
okay bill,general
plastic milk cartons newspapers and cans and glass i guess is the four is really the four things that we do,statement
d well good to see,general
c or do you keep children for other people,question
carbon but f uh f uh thank god for low favors the f uh f uh,request
c and f uh flush if they re flush if they re disheartened tell them that that s just a passing moment,request
c so f uh how long have you been biking,question
d well do you think that there will continue to always be crazies,question
c and these people are the same as you are,statement
d you know c and then the first weekend we had him we had we were in a apartment in a two bedroom apartment,statement
d well if you if you terminate get green card go for it,request
i ll rent you start this time,request
we re we think books are important around here,general
d well what are you doing way in washington,question
d well i have no objections to it,statement
i think it s i think what s interesting is that f uh the political activists jesse jackson and a lot of other people went out there and are demonstrating,statement
c and have a good trip in ca,general
century and you cite it,request
f oh ok,general
d well thank you,general
he wouldn t know where to put things,statement
